,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
1309,32,0.0,550,16,0,0,0,0,325.0,32,0,12,0,0.0,37500,10,14,1,40,20.6,1,8.125
1310,37,0.0,540,12,0,0,45,0,75.0,37,0,16,0,0.0,37500,19,15,1,12,33.6,1,6.25
1312,32,1.0,375,12,1,0,40,0,400.0,30,1,12,0,1.0,32500,14,12,1,40,11.7,1,10.0
1314,44,0.0,900,18,0,0,40,0,500.0,41,0,18,0,0.0,67500,20,17,1,40,41.5,1,12.5
1319,25,0.0,220,12,0,0,46,0,150.0,21,0,12,0,0.0,17500,7,3,0,36,9.7,1,4.1666669999999995
1320,51,0.0,420,0,1,0,60,0,160.0,45,1,12,0,0.0,13750,45,27,0,40,5.43,1,4.0
1322,56,1.0,850,16,0,0,43,0,450.0,52,0,12,0,1.0,67500,34,34,0,40,44.1,1,11.25
1323,41,0.0,653,18,0,0,40,0,690.0,41,0,13,0,0.0,112500,17,22,0,40,76.62,1,17.25
1324,35,0.0,740,16,0,0,40,0,558.0,30,0,16,0,0.0,67500,13,8,0,40,38.484,1,13.95
1326,31,0.0,400,13,0,1,44,0,375.0,21,0,12,0,0.0,27500,12,3,1,40,8.0,1,9.375
1327,37,0.0,481,13,0,0,40,0,220.0,27,0,13,0,0.0,45000,18,8,0,40,33.56,1,5.5
1328,36,0.0,740,13,0,0,40,0,125.0,35,0,14,0,0.0,37500,17,15,1,20,31.0,1,6.25
1330,36,0.0,600,14,0,0,0,1,126.0,35,0,16,0,0.0,67500,16,13,0,18,60.948,1,7.0
1333,46,0.0,1000,16,0,0,40,1,321.0,39,0,16,0,0.0,55000,24,17,0,24,38.308,1,13.375
1337,47,1.0,400,12,0,0,32,1,250.0,43,0,12,0,0.0,45000,29,25,0,30,32.0,1,8.333333
1338,24,0.0,480,12,0,0,40,0,220.0,24,0,13,0,0.0,45000,6,5,1,40,33.56,1,5.5
1339,39,0.0,600,12,0,0,45,1,147.0,38,0,14,0,0.0,55000,21,18,0,32,47.356,1,4.59375
1341,31,0.0,798,12,0,0,40,1,327.0,37,0,12,0,1.0,37500,13,19,0,40,20.496,1,8.175
1344,27,0.0,386,12,0,0,50,0,740.0,25,0,16,0,0.0,55000,9,3,0,45,16.52,1,16.44444
1346,42,0.0,1300,18,0,0,53,1,1700.0,40,0,18,0,0.0,3000,18,16,0,50,0.0,1,34.0
1347,23,0.0,750,16,0,0,50,0,780.0,23,0,16,0,0.0,55000,1,1,0,60,14.44,1,13.0
1349,25,0.0,256,12,0,0,40,0,240.0,23,0,12,0,0.0,22500,7,5,0,40,10.02,1,6.0
1356,35,0.0,350,8,0,0,40,1,163.0,36,0,12,0,0.0,32500,21,18,0,25,24.024,1,6.52
1358,39,0.0,635,13,0,0,40,0,350.0,33,0,12,0,0.0,45000,20,15,1,40,26.8,1,8.75
1362,39,0.0,600,13,0,0,55,0,600.0,37,0,15,0,0.0,55000,20,16,0,40,23.8,1,15.0
1365,31,1.0,624,14,0,0,48,0,400.0,35,0,12,0,0.0,55000,11,17,1,40,34.2,1,10.0
1367,34,0.0,750,16,0,0,40,0,400.0,34,0,18,0,1.0,112500,12,10,1,40,91.7,1,10.0
1368,35,1.0,750,13,0,0,72,0,676.0,32,0,16,0,0.0,112500,16,10,1,24,77.348,1,28.16667
1369,52,0.0,500,18,0,0,40,1,400.0,44,0,18,0,0.0,45000,28,20,0,40,24.2,1,10.0
1370,51,0.0,640,14,0,0,55,0,629.0,52,0,14,0,0.0,45000,31,32,0,32,12.292,1,19.65625
1373,41,0.0,700,15,0,0,55,0,600.0,31,0,16,0,0.0,67500,20,9,0,40,36.3,1,15.0
1374,41,0.0,720,12,0,0,40,0,495.0,37,0,12,0,0.0,55000,23,19,1,48,29.26,1,10.3125
1375,35,0.0,200,10,0,1,40,1,26.0,36,0,12,1,0.0,3000,19,18,0,6,1.6480000000000001,1,4.3333330000000005
1377,38,0.0,650,16,0,0,40,0,500.0,33,0,16,0,0.0,55000,16,11,0,40,29.0,1,12.5
1378,35,1.0,640,14,0,0,55,0,260.0,36,0,12,0,0.0,27500,15,18,0,40,13.98,1,6.5
1379,65,0.0,200,16,0,0,20,0,250.0,59,0,14,0,0.0,67500,43,39,0,20,54.5,1,12.5
1381,36,0.0,240,12,0,0,40,0,460.0,33,0,16,0,1.0,45000,18,11,1,24,21.08,1,19.16667
1382,30,0.0,600,12,0,1,40,0,175.0,28,0,12,1,0.0,32500,12,10,1,35,23.4,1,5.0
1383,24,0.0,420,12,0,0,40,0,430.0,22,0,12,0,0.0,45000,6,4,0,40,22.64,1,10.75
1391,48,0.0,1200,18,0,0,50,1,672.0,50,0,15,0,0.0,112500,24,29,0,40,77.556,1,16.8
1392,26,0.0,320,15,0,0,40,0,500.0,24,0,12,0,0.0,55000,5,6,0,40,29.0,1,12.5
1394,34,0.0,650,17,0,0,45,0,150.0,35,0,16,0,0.0,37500,11,13,1,10,29.7,1,15.0
1395,24,0.0,420,16,0,0,45,0,206.0,22,0,16,0,0.0,27500,2,0,0,45,16.788,1,4.5777779999999995
1397,51,1.0,520,18,0,0,80,0,200.0,48,0,12,0,0.0,32500,27,30,0,30,22.1,1,6.6666669999999995
1400,50,0.0,660,16,1,0,40,0,440.0,50,1,12,0,1.0,3000,28,32,0,40,0.0,1,11.0
1401,39,1.0,650,12,0,0,40,1,412.0,37,0,12,0,0.0,27500,21,19,0,40,6.0760000000000005,1,10.3
1404,40,0.0,480,12,1,0,40,1,423.0,36,1,14,0,0.0,45000,22,16,0,40,23.004,1,10.575
1407,44,0.0,1500,14,0,1,40,0,360.0,40,0,12,1,0.0,45000,24,22,0,40,26.28,1,9.0
1409,35,1.0,500,12,0,0,49,0,400.0,32,0,12,0,0.0,55000,17,14,1,40,34.2,1,10.0
1413,47,0.0,1200,18,0,0,12,1,600.0,34,0,18,0,0.0,67500,23,10,0,35,36.3,1,17.14286
1417,39,0.0,320,12,0,0,40,1,303.0,37,0,12,0,1.0,32500,21,19,0,30,16.744,1,10.1
1418,35,0.0,400,16,0,0,40,0,448.0,33,0,16,0,0.0,45000,13,11,1,40,21.704,1,11.2
1420,31,0.0,450,16,0,0,50,0,302.0,29,0,16,0,0.0,45000,9,7,1,40,29.296,1,7.55
1421,31,0.0,350,12,0,0,50,0,280.0,29,0,12,0,0.0,3000,13,11,1,35,0.0,1,8.0
1422,28,1.0,280,10,0,0,40,0,160.0,29,0,13,0,0.0,37500,12,10,1,24,29.18,1,6.6666669999999995
1425,31,0.0,425,12,0,0,0,1,300.0,31,0,12,0,0.0,32500,13,13,0,40,16.9,1,7.5
1430,26,0.0,420,12,0,0,72,0,120.0,26,0,12,0,0.0,11500,8,8,1,32,5.26,1,3.75
1434,31,0.0,400,10,0,0,50,0,280.0,31,0,12,0,0.0,37500,15,13,1,40,22.94,1,7.0
1436,41,0.0,650,14,0,0,55,1,163.0,42,0,14,0,0.0,112500,21,22,0,20,104.024,1,8.15
1437,38,1.0,1800,12,0,0,60,1,175.0,33,0,12,0,0.0,45000,20,15,0,24,35.9,1,7.2916669999999995
1440,21,0.0,400,12,0,0,82,0,200.0,20,0,12,0,0.0,17500,3,2,1,40,7.1,1,5.0
1441,52,0.0,619,13,0,0,70,0,421.0,50,0,12,0,0.0,37500,33,32,0,40,15.607999999999999,1,10.525
1442,31,0.0,176,12,0,0,32,0,598.0,28,0,16,0,0.0,32500,13,6,0,40,1.4040000000000001,1,14.95
1443,51,0.0,730,12,0,0,45,0,200.0,48,0,11,0,0.0,55000,33,31,0,32,44.6,1,6.25
1444,34,1.0,586,12,0,0,56,0,224.0,34,0,12,0,0.0,27500,16,16,1,25,15.852,1,8.96
1445,41,0.0,750,11,0,0,40,1,845.0,37,0,14,0,1.0,45000,24,17,0,32,1.06,1,26.40625
1446,42,1.0,300,11,0,1,40,1,600.0,37,0,12,1,0.0,55000,25,19,0,50,23.8,1,12.0
1450,21,0.0,250,12,0,0,40,0,206.0,22,0,12,0,0.0,0,3,4,0,40,0.0,1,5.15
1451,34,0.0,600,11,0,1,40,1,238.0,36,0,9,0,0.0,45000,17,21,0,40,32.624,1,5.95
1455,38,0.0,1150,12,0,0,45,1,256.0,35,0,12,0,0.0,67500,20,17,0,32,54.188,1,8.0
1458,39,0.0,692,13,0,0,40,1,45.0,38,0,13,0,0.0,45000,20,19,0,10,42.66,1,4.5
1461,49,0.0,600,13,0,0,40,0,370.0,33,0,15,0,0.0,45000,30,12,0,40,25.76,1,9.25
1463,45,0.0,1230,16,0,0,40,1,92.0,42,0,12,0,0.0,112500,23,24,0,18,107.71600000000001,1,5.111111
1465,35,0.0,800,10,0,0,40,1,200.0,26,0,14,0,0.0,17500,19,6,0,24,7.1,1,8.333333
1468,33,0.0,808,18,0,0,40,0,827.0,32,0,18,0,0.0,67500,9,8,0,45,24.496,1,18.377779999999998
1469,49,1.0,720,12,0,0,40,0,490.0,48,0,12,0,1.0,112500,31,30,0,35,87.02,1,14.0
1473,52,1.0,600,12,0,0,40,0,342.0,56,0,13,0,0.0,55000,34,37,0,35,37.216,1,9.771428
1482,25,0.0,440,12,0,0,50,0,300.0,31,0,12,0,0.0,27500,7,13,1,35,11.9,1,8.571428
1485,35,0.0,1500,18,0,0,45,0,300.0,32,0,18,0,0.0,67500,11,8,0,24,51.9,1,12.5
1486,51,0.0,350,12,0,0,50,1,358.0,42,0,12,0,0.0,32500,33,24,0,40,13.884,1,8.95
1487,58,0.0,300,12,0,0,40,0,300.0,54,0,12,0,0.0,0,40,36,0,50,0.0,1,6.0
1491,55,0.0,985,18,0,0,0,0,276.0,55,0,12,0,1.0,112500,31,37,0,40,98.148,1,6.9
1494,40,0.0,400,15,0,0,56,1,330.0,41,0,12,0,0.0,32500,19,23,0,40,15.34,1,8.25
1495,47,0.0,1923,12,0,0,40,0,264.0,46,0,12,0,0.0,3000,29,28,0,40,0.0,1,6.6
1497,48,0.0,540,11,0,0,65,0,255.0,46,0,12,0,0.0,45000,31,28,0,40,31.74,1,6.375
1500,33,0.0,270,15,0,0,16,0,230.0,32,0,12,0,0.0,11500,12,14,0,40,0.0,1,5.75
1501,47,0.0,700,18,0,0,50,1,225.0,47,0,12,0,0.0,55000,23,29,0,30,43.3,1,7.5
1506,43,0.0,880,16,0,0,40,0,283.0,33,0,15,0,0.0,55000,21,12,1,35,40.284,1,8.085714
1508,52,0.0,1500,12,0,1,46,0,480.0,33,0,14,0,0.0,112500,34,13,0,40,87.54,1,12.0
1509,49,1.0,541,12,1,0,28,0,275.0,46,1,12,0,0.0,67500,31,28,0,40,53.2,1,6.875
1510,48,0.0,1038,13,0,0,60,0,100.0,47,0,16,0,0.0,67500,29,25,0,21,62.3,1,4.7619050000000005
1512,26,0.0,721,16,0,0,40,0,175.0,27,0,14,0,0.0,45000,4,7,1,18,35.9,1,9.722222
1513,34,0.0,190,9,0,0,40,0,425.0,36,1,16,0,0.0,32500,19,14,0,40,10.4,1,10.625
1516,31,0.0,475,12,0,0,0,0,385.0,38,0,12,0,0.0,45000,13,20,0,40,24.98,1,9.625
1517,45,0.0,1923,15,0,0,50,0,2884.5,46,0,15,0,1.0,112500,24,25,0,40,0.0,1,72.1125
1525,43,1.0,640,14,0,0,40,1,600.0,43,0,12,0,0.0,67500,23,25,0,40,36.3,1,15.0
1526,33,0.0,1300,18,0,0,55,0,650.0,32,0,18,0,0.0,112500,9,8,1,50,78.7,1,13.0
1529,48,1.0,700,12,0,0,35,0,1000.0,46,0,12,0,0.0,3000,30,28,0,60,0.0,1,16.66667
1530,39,0.0,700,16,0,0,51,0,750.0,39,0,17,0,1.0,67500,17,16,1,40,28.5,1,18.75
1531,62,0.0,290,8,0,0,40,0,194.0,59,0,12,0,0.0,45000,48,41,0,40,34.912,1,4.85
1533,30,0.0,633,12,0,0,40,1,75.0,30,0,12,0,0.0,27500,12,12,0,21,23.6,1,3.571429
1536,37,0.0,528,12,0,0,40,0,124.0,30,0,13,0,0.0,32500,19,11,1,20,26.052,1,6.2
1538,38,0.0,730,16,0,0,43,0,280.0,38,0,16,0,0.0,45000,16,16,1,40,30.44,1,7.0
1539,39,0.0,280,12,0,0,51,1,400.0,38,0,12,0,0.0,67500,21,20,0,45,46.7,1,8.888889
1541,48,1.0,1600,17,0,0,40,1,600.0,42,0,17,0,1.0,112500,25,19,0,30,81.3,1,20.0
1542,38,1.0,400,12,0,0,40,0,404.0,31,0,18,0,0.0,112500,20,7,0,40,91.492,1,10.1
1545,35,0.0,1500,16,0,0,40,0,300.0,30,0,16,0,0.0,3000,13,8,1,21,0.0,1,14.28571
1546,23,0.0,295,13,0,0,40,0,90.0,22,0,15,0,0.0,17500,4,1,1,45,12.82,1,2.0
1547,37,1.0,510,12,1,0,40,1,480.0,35,1,12,0,1.0,45000,19,17,0,40,20.04,1,12.0
1550,38,0.0,240,12,0,0,40,1,200.0,38,0,12,0,0.0,37500,20,20,0,40,27.1,1,5.0
1551,48,1.0,520,12,0,0,40,0,224.0,43,0,12,0,0.0,37500,30,25,0,40,25.851999999999997,1,5.6
1553,42,0.0,200,12,0,0,40,1,300.0,42,0,12,0,0.0,17500,24,24,0,40,1.9,1,7.5
1558,33,0.0,480,12,0,0,40,1,500.0,38,0,18,0,0.0,45000,15,14,0,40,19.0,1,12.5
1561,40,0.0,1100,16,0,0,40,1,48.0,39,0,16,0,0.0,3000,18,17,0,8,0.504,1,6.0
1562,37,0.0,429,18,0,0,40,1,150.0,36,0,16,1,0.0,22500,13,14,0,12,14.7,1,12.5
1570,43,1.0,645,15,0,0,56,0,613.0,45,0,18,0,1.0,112500,22,21,0,40,80.624,1,15.325
1572,36,0.0,800,16,0,0,60,1,144.0,37,0,16,0,0.0,3000,14,15,0,25,0.0,1,5.76
1573,27,0.0,652,12,0,0,60,0,280.0,25,0,12,0,0.0,37500,9,7,0,40,22.94,1,7.0
1574,46,0.0,800,18,0,0,40,1,300.0,44,0,18,0,0.0,112500,22,20,0,20,96.9,1,15.0
1575,37,1.0,330,12,0,0,23,1,306.0,32,0,14,0,0.0,32500,19,12,0,32,16.588,1,9.5625
1576,44,0.0,550,12,0,0,40,1,450.0,41,0,14,0,0.0,55000,26,21,0,30,31.6,1,15.0
1578,54,0.0,750,14,1,0,40,1,80.0,42,0,12,0,0.0,45000,34,24,0,12,40.84,1,6.6666669999999995
1579,35,0.0,675,18,0,0,45,0,390.0,26,0,18,0,0.0,55000,11,2,1,18,34.72,1,21.66667
1581,30,0.0,320,12,0,0,40,0,260.0,28,0,12,0,0.0,27500,12,10,1,40,13.98,1,6.5
1583,45,0.0,1300,13,0,0,40,1,144.0,43,0,13,0,0.0,112500,26,24,0,18,105.012,1,8.0
1585,47,1.0,630,11,0,0,40,1,624.0,44,0,12,0,1.0,67500,30,26,0,40,35.052,1,15.6
1586,50,0.0,451,10,0,0,46,0,389.0,46,0,10,0,0.0,55000,34,30,0,40,34.772,1,9.725
1591,50,0.0,769,14,0,0,40,0,490.0,50,0,12,0,0.0,3000,30,32,0,45,0.0,1,10.88889
1593,39,1.0,560,12,0,0,40,0,360.0,41,0,12,0,0.0,45000,21,23,1,40,26.28,1,9.0
1594,28,0.0,350,16,1,0,45,0,165.0,27,1,16,0,0.0,37500,6,5,1,20,28.92,1,8.25
1595,29,0.0,252,12,0,1,38,0,250.0,29,0,15,1,0.0,32500,11,8,0,40,19.5,1,6.25
1597,37,0.0,222,8,0,1,40,0,469.0,34,0,15,1,1.0,27500,23,13,1,40,3.112,1,11.725
1599,40,0.0,1300,17,0,0,70,1,100.0,39,0,18,0,1.0,112500,17,15,0,45,107.3,1,2.222222
1600,47,1.0,372,12,0,0,40,1,310.0,35,0,12,0,0.0,27500,29,17,0,50,11.38,1,6.2
1602,42,0.0,750,12,0,0,50,1,236.0,42,0,12,0,0.0,45000,24,24,0,35,32.728,1,6.742857000000001
1603,34,1.0,600,14,0,0,40,0,460.0,35,0,13,0,1.0,55000,14,16,1,40,31.08,1,11.5
1604,44,0.0,800,16,0,1,32,1,700.0,45,0,18,0,1.0,67500,22,21,0,40,31.1,1,17.5
1605,34,0.0,800,17,0,0,40,0,530.0,28,0,16,0,0.0,55000,11,6,0,40,27.44,1,13.25
1606,49,0.0,600,12,0,0,48,0,640.0,37,0,12,0,0.0,67500,31,19,0,40,34.22,1,16.0
1607,33,1.0,386,12,0,0,40,0,420.0,31,0,12,0,1.0,22500,15,13,1,40,0.66,1,10.5
1609,31,1.0,320,12,0,0,40,0,300.0,28,0,14,0,1.0,0,13,8,0,40,0.0,1,7.5
1611,42,1.0,480,9,0,0,40,0,355.0,37,0,12,0,1.0,32500,27,19,1,40,14.04,1,8.875
1612,42,0.0,923,16,1,0,40,1,923.0,41,1,16,0,0.0,112500,20,19,0,40,64.50399999999999,1,23.075
1615,30,0.0,1923,18,0,0,60,0,594.0,28,0,16,0,0.0,112500,6,6,0,40,81.612,1,14.85
1616,37,0.0,372,9,0,0,42,0,40.0,40,0,12,0,0.0,13750,22,22,0,8,11.67,1,5.0
1617,41,1.0,452,11,0,1,42,0,160.0,30,0,9,1,0.0,22500,24,15,1,20,14.18,1,8.0
1619,43,0.0,600,15,0,0,40,0,350.0,35,0,18,0,0.0,45000,22,11,1,40,26.8,1,8.75
1620,30,1.0,637,16,0,0,16,0,555.0,29,0,16,0,0.0,55000,8,7,1,40,26.14,1,13.875
1622,37,0.0,359,14,0,0,40,1,399.0,40,0,13,0,0.0,37500,17,21,0,40,16.752,1,9.975
1623,30,1.0,595,14,0,1,48,0,430.0,30,0,16,1,0.0,55000,10,8,1,40,32.64,1,10.75
1624,62,0.0,580,10,0,0,40,0,500.0,58,0,14,0,0.0,55000,46,38,0,45,29.0,1,11.11111
1631,55,0.0,1500,18,0,0,45,0,770.0,55,0,12,0,0.0,112500,31,37,0,45,72.46,1,17.11111
1632,58,0.0,500,14,0,0,44,0,240.0,54,0,12,0,0.0,37500,38,36,0,40,25.02,1,6.0
1633,40,0.0,600,14,1,0,40,0,480.0,40,1,14,0,1.0,37500,20,20,0,40,12.54,1,12.0
1637,40,0.0,1500,16,0,0,40,1,500.0,43,0,13,0,0.0,112500,18,24,0,40,86.5,1,12.5
1639,30,0.0,1000,16,0,0,50,0,175.0,28,0,16,0,0.0,112500,8,6,0,24,103.4,1,7.2916669999999995
1640,36,1.0,460,13,0,0,0,1,258.0,32,0,12,0,0.0,37500,17,14,0,45,24.084,1,5.733333
1642,26,0.0,700,12,0,0,40,0,500.0,28,0,12,0,0.0,55000,8,10,0,40,29.0,1,12.5
1649,58,0.0,550,16,0,0,32,0,155.0,52,0,16,0,0.0,37500,36,30,0,27,29.44,1,5.740741000000001
1653,60,0.0,264,10,0,0,16,0,348.0,54,0,10,0,1.0,112500,44,38,0,40,94.404,1,8.7
1654,52,0.0,1000,16,0,0,30,0,520.0,36,0,16,0,0.0,112500,30,14,0,32,85.46,1,16.25
1661,56,0.0,960,18,0,0,60,0,500.0,50,0,18,0,0.0,112500,32,26,0,40,86.5,1,12.5
1671,24,0.0,615,16,0,0,40,0,346.0,24,0,16,0,0.0,22500,2,2,0,40,4.508,1,8.65
1674,27,0.0,436,13,0,0,40,0,350.0,26,0,14,0,0.0,37500,8,6,0,40,19.3,1,8.75
1676,32,1.0,760,12,0,0,54,0,84.0,31,0,12,0,1.0,32500,14,13,1,16,28.131999999999998,1,5.25
1678,50,0.0,320,12,0,0,49,1,270.0,48,0,12,0,0.0,22500,32,30,0,25,8.46,1,10.8
1680,38,0.0,410,16,0,0,40,1,450.0,38,0,12,1,0.0,27500,16,20,0,30,4.1,1,15.0
1681,43,0.0,600,14,0,0,0,1,325.0,38,0,12,0,0.0,45000,23,20,0,45,28.1,1,7.222222
1682,41,0.0,650,16,0,0,50,0,500.0,26,0,16,0,0.0,55000,19,4,1,50,29.0,1,10.0
1683,32,0.0,250,16,0,0,40,0,500.0,29,0,14,0,0.0,112500,10,9,1,40,86.5,1,12.5
1685,39,1.0,1300,13,0,0,0,1,296.0,38,0,8,0,0.0,37500,20,24,0,40,22.108,1,7.4
1686,40,0.0,300,14,0,0,40,1,240.0,38,0,12,0,0.0,32500,20,20,0,40,20.02,1,6.0
1687,36,0.0,1300,16,1,0,50,0,800.0,37,1,16,0,1.0,67500,14,15,1,20,25.9,1,40.0
1693,32,0.0,528,13,0,0,55,0,270.0,31,0,12,0,0.0,37500,13,13,1,40,23.46,1,6.75
1694,25,0.0,340,13,0,0,40,0,380.0,24,0,12,0,0.0,32500,6,6,1,40,12.74,1,9.5
1697,39,0.0,600,18,0,0,40,0,570.0,38,0,16,0,0.0,37500,15,16,1,32,7.86,1,17.8125
1699,46,0.0,615,12,0,1,39,0,300.0,53,0,12,1,0.0,37500,28,35,0,40,21.9,1,7.5
1701,41,0.0,350,13,0,0,0,1,389.0,39,0,13,0,0.0,32500,22,20,0,40,12.272,1,9.725
1702,50,1.0,460,9,0,0,40,0,210.0,47,0,12,0,0.0,22500,35,29,0,18,11.58,1,11.66667
1706,33,0.0,415,12,0,0,50,0,285.0,32,0,12,0,0.0,0,15,14,1,40,0.0,1,7.125
1710,67,0.0,1923,18,0,0,40,0,900.0,52,0,14,0,0.0,112500,43,32,0,36,65.7,1,25.0
1711,40,0.0,475,12,0,0,60,1,258.0,43,0,12,0,0.0,32500,22,25,0,30,19.084,1,8.6
1713,37,0.0,532,16,0,0,38,0,520.0,38,0,16,0,0.0,67500,15,16,1,40,40.46,1,13.0
1715,31,0.0,200,10,0,0,60,0,472.0,58,0,9,0,0.0,0,15,43,0,40,0.0,1,11.8
1719,29,0.0,420,12,0,0,40,0,150.0,31,0,12,0,0.0,32500,11,13,0,30,24.7,1,5.0
1720,41,0.0,250,11,1,0,32,1,349.0,38,1,9,0,0.0,27500,24,23,0,40,9.352,1,8.725
1723,37,0.0,400,18,0,0,60,0,546.0,35,0,16,0,0.0,45000,13,13,1,40,16.608,1,13.65
1725,39,0.0,808,14,0,0,40,1,94.0,38,0,13,0,0.0,37500,19,19,0,20,32.611999999999995,1,4.7
1729,26,0.0,320,16,0,0,40,0,280.0,23,0,16,0,0.0,27500,4,1,0,40,12.94,1,7.0
1730,37,0.0,600,12,0,0,80,1,430.0,36,0,14,0,0.0,45000,19,16,0,48,22.64,1,8.958333
1731,49,1.0,414,12,1,0,32,1,885.0,47,0,18,0,0.0,27500,31,23,0,35,0.0,1,25.28572
1732,53,0.0,325,16,0,0,46,0,32.0,43,1,12,0,0.0,55000,31,25,0,10,53.336000000000006,1,3.2
1733,41,0.0,540,11,0,0,48,1,342.0,42,0,15,0,0.0,45000,24,21,0,40,27.215999999999998,1,8.55
1735,29,1.0,600,13,0,0,50,0,1500.0,29,0,12,0,0.0,45000,10,11,1,40,0.0,1,37.5
1736,25,0.0,500,12,0,0,55,0,230.0,24,0,12,0,0.0,32500,7,6,1,40,20.54,1,5.75
1739,45,1.0,900,17,0,0,46,1,550.0,45,0,14,0,0.0,112500,22,25,0,35,83.9,1,15.71429
1741,28,0.0,332,12,0,0,40,0,320.0,25,0,14,0,0.0,27500,10,5,1,40,10.86,1,8.0
1743,29,0.0,900,17,0,0,40,1,308.0,29,0,16,0,0.0,55000,6,7,0,40,38.984,1,7.7
1744,46,0.0,820,16,0,0,32,0,195.0,45,0,12,0,1.0,45000,24,27,0,30,34.86,1,6.5
1750,22,0.0,280,13,0,0,41,0,225.0,23,0,13,0,0.0,17500,3,4,0,40,5.8,1,5.625
1751,52,0.0,366,9,0,0,40,0,160.0,44,0,13,0,1.0,22500,37,25,0,35,14.18,1,4.571429
1752,47,1.0,320,8,0,0,12,0,150.0,39,0,12,0,0.0,22500,33,21,0,32,14.7,1,4.6875
1755,34,0.0,807,16,0,0,18,0,713.0,34,0,16,0,0.0,67500,12,12,0,45,30.424,1,15.844439999999999
1759,21,0.0,288,12,0,0,40,0,36.0,18,0,10,0,0.0,22500,3,2,1,8,20.628,1,4.5
1760,44,1.0,600,12,0,0,40,1,224.0,39,0,13,0,0.0,55000,26,20,0,32,43.352,1,7.0
1761,58,0.0,600,12,0,0,32,1,700.0,39,0,13,0,0.0,112500,40,20,0,30,76.1,1,23.33333
1763,40,1.0,548,17,0,0,40,1,252.0,39,0,12,0,0.0,45000,17,21,0,40,31.896,1,6.3
1766,42,0.0,500,12,1,0,40,1,240.0,42,1,12,0,0.0,37500,24,24,0,40,25.02,1,6.0
1769,27,1.0,342,12,0,0,40,1,345.0,25,0,12,0,0.0,22500,9,7,0,40,4.56,1,8.625
1773,34,0.0,575,12,0,0,40,0,395.0,33,0,12,0,0.0,45000,16,15,0,40,24.46,1,9.875
1777,51,0.0,176,15,0,0,40,1,304.0,44,0,12,0,1.0,37500,30,26,0,40,21.691999999999997,1,7.6
1778,40,0.0,450,13,0,0,40,1,664.0,41,0,17,0,0.0,3000,21,18,0,35,0.0,1,18.971429999999998
1779,54,0.0,1200,16,0,0,40,0,165.0,51,0,12,0,0.0,67500,32,33,0,30,58.92,1,5.5
1780,47,0.0,880,12,0,0,44,0,150.0,47,0,12,0,0.0,45000,29,29,0,25,37.2,1,6.0
1782,43,0.0,1307,16,0,0,60,1,350.0,42,0,16,0,1.0,67500,21,20,0,30,49.3,1,11.66667
1783,24,0.0,264,10,0,0,40,0,200.0,20,0,12,0,0.0,22500,8,2,0,40,12.1,1,5.0
1788,32,0.0,196,14,1,0,40,0,212.0,31,1,14,0,0.0,32500,12,11,0,40,21.476,1,5.3
1789,55,0.0,396,12,1,0,40,1,700.0,43,1,17,0,0.0,55000,37,20,0,40,18.6,1,17.5
1790,49,0.0,300,12,1,0,40,0,135.0,52,1,12,0,0.0,22500,31,34,0,32,15.48,1,4.21875
1793,50,0.0,920,12,0,0,40,0,675.0,46,0,16,0,0.0,112500,32,24,0,32,77.4,1,21.09375
1795,54,0.0,900,14,0,0,45,0,900.0,54,0,18,0,0.0,112500,34,30,0,40,65.7,1,22.5
1796,59,1.0,800,12,0,0,40,0,132.0,56,0,8,0,0.0,45000,41,42,0,24,38.135999999999996,1,5.5
1801,45,0.0,777,18,0,0,40,1,89.0,44,0,13,0,0.0,45000,21,25,0,12,40.372,1,7.4166669999999995
1803,48,1.0,550,12,0,0,45,0,770.0,45,0,12,0,0.0,67500,30,27,0,35,27.46,1,22.0
1804,52,1.0,600,9,1,1,40,0,450.0,45,1,12,1,1.0,55000,37,27,0,35,31.6,1,12.85714
1805,32,0.0,550,12,0,0,40,1,130.0,35,0,14,0,0.0,32500,14,15,0,30,25.74,1,4.3333330000000005
1806,49,1.0,680,14,0,0,40,0,334.0,48,0,12,0,0.0,0,29,30,0,20,0.0,1,16.7
1808,33,0.0,560,11,0,0,40,1,210.0,27,0,8,0,0.0,32500,16,13,0,40,21.58,1,5.25
1809,30,0.0,260,12,0,0,64,0,79.0,29,0,13,0,0.0,11500,12,10,1,15,7.392,1,5.266667
1811,42,1.0,1120,12,0,0,50,0,320.0,37,0,12,0,0.0,67500,24,19,0,40,50.86,1,8.0
1812,24,0.0,388,12,0,0,40,0,300.0,25,0,16,0,0.0,32500,6,3,0,40,16.9,1,7.5
1813,30,0.0,961,16,0,0,30,0,653.0,29,0,16,0,0.0,3000,8,7,1,40,0.0,1,16.325
1817,50,1.0,512,16,0,0,40,1,500.0,48,0,18,0,0.0,67500,28,24,0,40,41.5,1,12.5
1821,32,0.0,700,9,0,1,50,1,100.0,33,0,9,1,0.0,32500,17,18,0,20,27.3,1,5.0
1822,43,1.0,371,12,0,0,54,0,280.0,41,0,12,0,0.0,32500,25,23,0,40,17.94,1,7.0
1824,39,0.0,280,12,0,0,40,1,340.0,38,0,12,0,0.0,32500,21,20,0,40,14.82,1,8.5
